Region_code,Region_label,Urban_code,Urban_label,UrbanType,Area_code,Area_label,Population,Victimisations,Rate
1,Northland,1,Whangarei,Main,502004,Abbey Caves,710,1,0.3
14,Otago,23,Dunedin,Main,605910,Abbotsford,1840,6,0.6
2,Auckland,4,Central Auckland Zone,Main,516003,Abbotts Park,4640,15,0.6
3,Waikato,103,Taupo,Secondary,541311,Acacia Bay,1550,1,0.1
13,Canterbury,22,Christchurch,Main,594700,Addington,4040,33,1.6
9,Wellington,20,Wellington Zone,Main,576500,Adelaide,1100,41,7.1
9,Wellington,19,Porirua Zone,Main,565604,Adventure,1430,0,
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584938,Ahaura,340,2,1.1
1,Northland,501,Rural Centre,Rural,500205,Ahipara,1150,6,1
6,Hawke'sBay,12,Napier Zone,Main,546200,Ahuriri,1080,15,2.7
13,Canterbury,22,Christchurch,Main,587845,Aidanfield,3370,4,0.2
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,616400,Aiguilles Island,0,0,
2,Auckland,4,Central Auckland Zone,Main,518803,Akarana,6360,33,1
13,Canterbury,501,Rural Centre,Rural,596800,Akaroa,620,0,
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,596901,Akaroa Harbour,840,3,0.7
9,Wellington,17,Upper Hutt Zone,Main,566610,Akatarawa,610,1,0.3
6,Hawke'sBay,13,Hastings Zone,Main,548300,Akina,4720,33,1.3
2,Auckland,2,Northern Auckland Zone,Main,508701,Albany,3710,47,2.4
14,Otago,291,Alexandra,Minor,608500,Alexandra,5190,27,1
2,Auckland,212,Snells Beach,Minor,506633,Algies Bay,750,0,
9,Wellington,18,Lower Hutt Zone,Main,569202,Alicetown,2050,6,0.6
4,BayofPlenty,104,Whakatane,Secondary,542440,Allandale-Mokorua,4020,28,1.3
3,Waikato,8,Te Awamutu Zone,Main,527937,Allen Road,210,0,
13,Canterbury,112,Ashburton,Secondary,597812,Allenton East,4360,16,0.7
13,Canterbury,112,Ashburton,Secondary,597811,Allenton West,2170,3,0.3
13,Canterbury,307,Amberley,Minor,585802,Amberley,1760,3,0.3
2,Auckland,5,Southern Auckland Zone,Main,524001,Ambury,3500,8,0.4
3,Waikato,102,Tokoroa,Secondary,535380,Amisfield,160,8,9.6
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,585506,Amuri,1820,1,0.1
6,Hawke'sBay,13,Hastings Zone,Main,548810,Anderson Park,1540,8,1
14,Otago,23,Dunedin,Main,604612,Andersons Bay,2580,3,0.2
16,Tasman,21,Nelson,Main,581717,Aniseed Hill,740,1,0.3
99,AreaOutside,502,Rural (Incl.some Off Shore Islands),Rural,666673,Antipodes Islands,0,0,
8,Manawatu-Wanganui,16,Palmerston North,Main,563300,Aokautere,3550,5,0.3
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,536615,Aongatete,3060,6,0.4
13,Canterbury,22,Christchurch,Main,592000,Aorangi,5800,19,0.6
2,Auckland,5,Southern Auckland Zone,Main,524302,Aorere,5990,8,0.3
3,Waikato,102,Tokoroa,Secondary,535360,Aotea,3180,12,0.7
15,Southland,24,Invercargill,Main,611700,Appleby-Kew,1960,26,2.5
2,Auckland,5,Southern Auckland Zone,Main,524121,Arahanga,2440,7,0.5
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,538861,Arahiwi,180,0,
9,Wellington,18,Lower Hutt Zone,Main,565100,Arakura,2570,15,1.1
14,Otago,23,Dunedin,Main,601500,Aramoana,280,0,
13,Canterbury,22,Christchurch,Main,593100,Aranui,4240,31,1.4
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,535250,Arapuni,2310,5,0.4
4,BayofPlenty,9,Tauranga,Main,536831,Arataki,5510,65,2.3
2,Auckland,4,Central Auckland Zone,Main,515500,Arch Hill,1870,19,1.9
14,Otago,114,Oamaru,Secondary,600812,Ardgowan,710,0,
2,Auckland,5,Southern Auckland Zone,Main,523813,Ardmore,1470,8,1
2,Auckland,3,Western Auckland Zone,Main,512802,Armour Bay,490,0,
2,Auckland,2,Northern Auckland Zone,Main,505904,Army Bay,4360,7,0.3
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584936,Arnold Valley,170,0,
9,Wellington,20,Wellington Zone,Main,573200,Aro Street-Nairn Street,4390,16,0.7
14,Otago,294,Arrowtown,Minor,609200,Arrowtown,2710,1,0.1
14,Otago,117,Queenstown,Secondary,609303,Arthurs Point,950,1,0.2
9,Wellington,19,Porirua Zone,Main,571600,Ascot Park,2830,11,0.7
13,Canterbury,112,Ashburton,Secondary,597840,Ashburton Central East,1780,46,4.9
13,Canterbury,112,Ashburton,Secondary,597820,Ashburton Central West,1050,14,2.5
13,Canterbury,112,Ashburton,Secondary,597715,Ashburton East,350,2,1.1
13,Canterbury,112,Ashburton,Secondary,597713,Ashburton North,380,0,
8,Manawatu-Wanganui,16,Palmerston North,Main,560200,Ashhurst,3030,6,0.4
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,585808,Ashley,1190,0,
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,586801,Ashley Gorge,1830,0,
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584933,Atarau,190,0,
17,Nelson,21,Nelson,Main,582100,Atawhai,2790,2,0.1
4,BayofPlenty,501,Rural Centre,Rural,535700,Athenree,700,0,
17,Nelson,21,Nelson,Main,582900,Atmore,1320,1,0.1
2,Auckland,4,Central Auckland Zone,Main,514103,Auckland Central East,13250,375,5.4
2,Auckland,4,Central Auckland Zone,Main,514102,Auckland Central West,15900,550,6.6
2,Auckland,507,Inlet-in TA but not in Urban Area,Rural,617903,Auckland City-Marinas,40,0,
2,Auckland,4,Central Auckland Zone,Main,514101,Auckland Harbourside,5680,253,8.5
99,AreaOutside,502,Rural (Incl.some Off Shore Islands),Rural,627204,Auckland Islands,0,0,
9,Wellington,18,Lower Hutt Zone,Main,568301,Avalon East,2410,23,1.8
9,Wellington,18,Lower Hutt Zone,Main,568401,Avalon West,2540,6,0.5
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,600831,Aviemore,820,0,
13,Canterbury,22,Christchurch,Main,591700,Avon Loop,3670,74,3.9
13,Canterbury,22,Christchurch,Main,592900,Avondale,2590,7,0.5
2,Auckland,4,Central Auckland Zone,Main,514600,Avondale South,6110,2,0.1
2,Auckland,4,Central Auckland Zone,Main,514802,Avondale West,5400,22,0.8
13,Canterbury,22,Christchurch,Main,589900,Avonhead,3880,3,0.1
13,Canterbury,22,Christchurch,Main,589800,Avonhead West,3240,4,0.2
13,Canterbury,507,Inlet-in TA but not in Urban Area,Rural,596101,Avon-Heathcote Estuary,0,0,
13,Canterbury,22,Christchurch,Main,593400,Avonside,1890,20,2
1,Northland,501,Rural Centre,Rural,500100,Awanui,370,1,0.5
8,Manawatu-Wanganui,16,Palmerston North,Main,562910,Awapuni North,3510,16,0.9
8,Manawatu-Wanganui,16,Palmerston North,Main,562922,Awapuni South,3500,7,0.4
8,Manawatu-Wanganui,16,Palmerston North,Main,562921,Awapuni West,1520,1,0.1
9,Wellington,20,Wellington Zone,Main,574401,Awarua,3310,0,
2,Auckland,2,Northern Auckland Zone,Main,506901,Awaruku,3930,4,0.2
6,Hawke'sBay,12,Napier Zone,Main,545632,Awatoto,330,5,2.9
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,521151,Awhitu,2710,5,0.4
3,Waikato,6,Hamilton Zone,Main,530400,Bader,4420,34,1.5
14,Otago,290,Balclutha,Minor,607400,Balclutha,4030,26,1.2
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,609400,Balfour Community,120,1,1.6
8,Manawatu-Wanganui,15,Wanganui,Main,556000,Balgownie,240,7,5.6
14,Otago,23,Dunedin,Main,603720,Balmacewen,790,2,0.5
2,Auckland,4,Central Auckland Zone,Main,518201,Balmoral,5990,16,0.5
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,596902,Banks Peninsula Eastern Bays,460,0,
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,620904,Bare Island,0,0,
7,Taranaki,14,New Plymouth,Main,551024,Barrett,2240,0,
13,Canterbury,22,Christchurch,Main,594800,Barrington North,5770,18,0.6
13,Canterbury,22,Christchurch,Main,594900,Barrington South,3150,6,0.4
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584931,Barrytown,240,0,
8,Manawatu-Wanganui,15,Wanganui,Main,557800,Bastia Hill,670,1,0.3
2,Auckland,5,Southern Auckland Zone,Main,523115,Baverstock Oaks,7620,6,0.2
1,Northland,507,Inlet-in TA but not in Urban Area,Rural,501613,Bay of Islands,10,1,19.1
15,Southland,24,Invercargill,Main,609913,Bay Road West,200,0,
6,Hawke'sBay,12,Napier Zone,Main,545611,Bay View,1980,6,0.6
3,Waikato,506,Inlet-not in TA,Rural,619303,Bays-Thames-Coromandel District,0,0,
2,Auckland,506,Inlet-not in TA,Rural,520803,Bays-Waiheke Island,20,0,
2,Auckland,2,Northern Auckland Zone,Main,508120,Bayswater,2720,3,0.2
2,Auckland,2,Northern Auckland Zone,Main,510010,Beachhaven North,5960,15,0.5
2,Auckland,2,Northern Auckland Zone,Main,510020,Beachhaven South,5100,6,0.2
2,Auckland,5,Southern Auckland Zone,Main,523300,Beachlands-Maraetai,7450,9,0.2
2,Auckland,5,Southern Auckland Zone,Main,525002,Beaumont,2660,17,1.2
13,Canterbury,22,Christchurch,Main,595500,Beckenham,2560,2,0.1
3,Waikato,6,Hamilton Zone,Main,528700,Beerescourt,3470,23,1.3
13,Canterbury,22,Christchurch,Main,590400,Belfast,4580,10,0.4
13,Canterbury,22,Christchurch,Main,588401,Belfast South,3700,6,0.3
7,Taranaki,14,New Plymouth,Main,550901,Bell Block,5610,11,0.4
16,Tasman,21,Nelson,Main,581725,Bell Island,0,0,
14,Otago,23,Dunedin,Main,604120,Belleknowes,1810,6,0.6
4,BayofPlenty,9,Tauranga,Main,537100,Bellevue,3760,14,0.7
9,Wellington,18,Lower Hutt Zone,Main,569402,Belmont,2810,4,0.3
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,598311,Ben Mcleod,80,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,606500,Benhar,100,1,1.9
9,Wellington,20,Wellington Zone,Main,576302,Berhampore East,1060,3,0.5
9,Wellington,20,Wellington Zone,Main,576200,Berhampore West,2610,11,0.8
16,Tasman,21,Nelson,Main,581724,Best Island,100,0,
4,BayofPlenty,9,Tauranga,Main,536514,Bethlehem,4540,13,0.5
4,BayofPlenty,9,Tauranga,Main,536513,Bethlehem East,3590,0,
13,Canterbury,22,Christchurch,Main,593800,Bexley,2590,15,1.1
2,Auckland,3,Western Auckland Zone,Main,513622,Birdwood East,1620,5,0.6
2,Auckland,3,Western Auckland Zone,Main,513621,Birdwood West,560,0,
2,Auckland,2,Northern Auckland Zone,Main,510210,Birkdale North,3250,3,0.2
2,Auckland,2,Northern Auckland Zone,Main,510220,Birkdale South,4470,4,0.2
2,Auckland,2,Northern Auckland Zone,Main,510500,Birkenhead East,4570,8,0.3
13,Canterbury,22,Christchurch,Main,588700,Bishopdale,2600,9,0.7
13,Canterbury,22,Christchurch,Main,588500,Bishopdale North,5010,3,0.1
12,WestCoast,501,Rural Centre,Rural,584922,Blackball,300,0,
12,WestCoast,111,Greymouth,Secondary,585120,Blaketown,930,3,0.6
2,Auckland,5,Southern Auckland Zone,Main,522603,Bleakhouse,2070,0,
2,Auckland,101,Pukekohe,Secondary,525922,Bledisloe Park,3130,53,3.2
18,Marlborough,26,Blenheim,Main,581230,Blenheim Central,2790,91,6.2
2,Auckland,4,Central Auckland Zone,Main,514700,Blockhouse Bay,6660,11,0.3
8,Manawatu-Wanganui,15,Wanganui,Main,555300,Blueskin,1840,0,
15,Southland,297,Bluff,Minor,612100,Bluff,1870,10,1
6,Hawke'sBay,12,Napier Zone,Main,546802,Bluff Hill,2820,19,1.3
2,Auckland,501,Rural Centre,Rural,521160,Bombay,880,4,0.9
9,Wellington,18,Lower Hutt Zone,Main,568402,Boulcott,2570,13,1
99,AreaOutside,502,Rural (Incl.some Off Shore Islands),Rural,666669,Bounty Islands,0,0,
7,Taranaki,14,New Plymouth,Main,551013,Bowden,560,0,
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,501815,Bream Bay,960,0,
1,Northland,502,Rural (Incl.some Off Shore Islands),Rural,501819,Bream Head,1430,2,0.3
2,Auckland,5,Southern Auckland Zone,Main,521203,Bremner,400,1,0.5
9,Wellington,17,Upper Hutt Zone,Main,567600,Brentwood,2190,15,1.3
6,Hawke'sBay,13,Hastings Zone,Main,545842,Bridge Pa,1240,51,7.9
14,Otago,23,Dunedin,Main,602000,Brighton,1470,2,0.3
16,Tasman,271,Brightwater,Minor,581822,Brightwater,1910,2,0.2
17,Nelson,21,Nelson,Main,582401,Britannia,1360,3,0.4
14,Otago,23,Dunedin,Main,604830,Broad Bay-Portobello,1170,4,0.7
3,Waikato,502,Rural (Incl.some Off Shore Islands),Rural,541344,Broadlands,690,1,0.3
17,Nelson,21,Nelson,Main,583202,Broads,1590,34,4.1
14,Otago,23,Dunedin,Main,603930,Brockville,3430,12,0.7
13,Canterbury,22,Christchurch,Main,593900,Bromley,3200,25,1.5
17,Nelson,21,Nelson,Main,582800,Bronte,1860,10,1
4,BayofPlenty,9,Tauranga,Main,537301,Brookfield,5430,26,0.9
9,Wellington,20,Wellington Zone,Main,575600,Brooklyn,4260,3,0.1
9,Wellington,20,Wellington Zone,Main,575901,Brooklyn South,1090,0,
6,Hawke'sBay,13,Hastings Zone,Main,545750,Brookvale,610,2,0.6
13,Canterbury,22,Christchurch,Main,587812,Broomfield,2900,11,0.7
2,Auckland,2,Northern Auckland Zone,Main,507101,Browns Bay,4510,21,0.9
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,616300,Browns Island,0,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,606700,Bruce,3210,13,0.8
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,585324,Bruce Bay-Paringa,40,0,
3,Waikato,6,Hamilton Zone,Main,528310,Bryant,6150,6,0.2
3,Waikato,6,Hamilton Zone,Main,528505,Brymer,2930,2,0.1
13,Canterbury,22,Christchurch,Main,589200,Bryndwr,3150,5,0.3
2,Auckland,101,Pukekohe,Secondary,521116,Buckland,590,1,0.3
3,Waikato,101,Pukekohe,Secondary,521117,Buckland South,950,1,0.2
2,Auckland,5,Southern Auckland Zone,Main,522601,Bucklands and Eastern Beaches,5620,5,0.2
2,Auckland,5,Southern Auckland Zone,Main,522604,Bucklands Beach South,2930,3,0.2
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584409,Buller Coalfields,510,0,
8,Manawatu-Wanganui,257,Bulls,Minor,558900,Bulls,1630,8,0.9
2,Auckland,5,Southern Auckland Zone,Main,524711,Burbank,3770,18,0.9
3,Waikato,6,Hamilton Zone,Main,528405,Burbush,170,0,
13,Canterbury,501,Rural Centre,Rural,587020,Burnham Military Camp,1490,0,
13,Canterbury,22,Christchurch,Main,588900,Burnside,2500,1,0.1
2,Auckland,5,Southern Auckland Zone,Main,523107,Burswood,1860,5,0.5
13,Canterbury,22,Christchurch,Main,592811,Burwood,1110,3,0.5
14,Otago,23,Dunedin,Main,606300,Bush Road,2630,6,0.4
15,Southland,24,Invercargill,Main,609921,Bushy Point,380,0,
14,Otago,23,Dunedin,Main,604300,Caledonian,0,13,
6,Hawke'sBay,13,Hastings Zone,Main,548500,Camberley,2110,44,4
3,Waikato,7,Cambridge Zone,Main,527503,Cambridge Central,870,16,3.5
3,Waikato,7,Cambridge Zone,Main,527501,Cambridge North,3240,3,0.2
3,Waikato,7,Cambridge Zone,Main,527502,Cambridge West,2880,2,0.1
99,AreaOutside,502,Rural (Incl.some Off Shore Islands),Rural,626602,Campbell Island,0,0,
2,Auckland,2,Northern Auckland Zone,Main,507500,Campbells Bay,2630,0,
13,Canterbury,22,Christchurch,Main,586001,Camside,30,0,
9,Wellington,19,Porirua Zone,Main,571300,Cannons Creek East,3870,15,0.7
9,Wellington,19,Porirua Zone,Main,571100,Cannons Creek North,3350,39,2.2
9,Wellington,19,Porirua Zone,Main,571200,Cannons Creek South,1630,8,0.9
2,Auckland,510,Oceanic-in Region but not in TA,Rural,616100,Cape Barrier,0,0,
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506660,Cape Rodney,3120,6,0.4
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,506661,Cape Rodney South,3070,11,0.7
4,BayofPlenty,502,Rural (Incl.some Off Shore Islands),Rural,542903,Cape Runaway,1170,4,0.7
14,Otago,114,Oamaru,Secondary,600813,Cape Wanbrow,320,0,
7,Taranaki,14,New Plymouth,Main,551021,Carrington,980,2,0.4
9,Wellington,264,Carterton,Minor,579700,Carterton,5030,19,0.7
13,Canterbury,22,Christchurch,Main,588300,Casebrook,2730,10,0.7
13,Canterbury,22,Christchurch,Main,591102,Cashmere East,4030,1,0
13,Canterbury,22,Christchurch,Main,591101,Cashmere West,3380,22,1.2
8,Manawatu-Wanganui,15,Wanganui,Main,555700,Castlecliff North,2080,10,0.9
8,Manawatu-Wanganui,15,Wanganui,Main,555800,Castlecliff South,1320,21,3
2,Auckland,2,Northern Auckland Zone,Main,507710,Castor Bay,3320,1,0.1
13,Canterbury,22,Christchurch,Main,591500,Cathedral Square,570,305,102.3
14,Otago,23,Dunedin,Main,604210,Caversham,4960,22,0.8
15,Southland,301,Gore,Minor,610230,Central Gore,800,20,4.8
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,626700,Centre Island,0,0,
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584411,Charleston,340,0,
15,Southland,301,Gore,Minor,610010,Charlton,710,1,0.3
3,Waikato,6,Hamilton Zone,Main,529600,Chartwell,2800,1,0.1
99,AreaOutside,502,Rural (Incl.some Off Shore Islands),Rural,597000,Chatham Islands,610,0,
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,610032,Chatton,1700,3,0.3
3,Waikato,6,Hamilton Zone,Main,529402,Chedworth,3900,28,1.4
2,Auckland,2,Northern Auckland Zone,Main,510402,Chelsea,4230,2,0.1
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,597741,Chertsey,2690,6,0.4
13,Canterbury,501,Rural Centre,Rural,585602,Cheviot,390,1,0.5
9,Wellington,20,Wellington Zone,Main,573513,Churton Park North,3190,1,0.1
9,Wellington,20,Wellington Zone,Main,573514,Churton Park South,3440,0,
3,Waikato,6,Hamilton Zone,Main,529800,Clarkin,3330,22,1.3
13,Canterbury,22,Christchurch,Main,586501,Clarkville,1240,4,0.6
3,Waikato,6,Hamilton Zone,Main,529900,Claudelands,2660,17,1.2
2,Auckland,5,Southern Auckland Zone,Main,524821,Clendon North,3260,15,0.9
2,Auckland,5,Southern Auckland Zone,Main,524822,Clendon South,5560,57,2
2,Auckland,502,Rural (Incl.some Off Shore Islands),Rural,525201,Clevedon,2780,8,0.6
17,Nelson,21,Nelson,Main,582000,Clifton,1380,1,0.1
14,Otago,501,Rural Centre,Rural,607000,Clinton,290,0,
6,Hawke'sBay,13,Hastings Zone,Main,545730,Clive,1850,2,0.2
9,Wellington,17,Upper Hutt Zone,Main,566800,Clouston Park,2610,3,0.2
9,Wellington,502,Rural (Incl.some Off Shore Islands),Rural,567901,Cloustonville,410,4,1.9
2,Auckland,5,Southern Auckland Zone,Main,523721,Clover Park,5030,31,1.2
8,Manawatu-Wanganui,16,Palmerston North,Main,562320,Cloverlea,2060,7,0.6
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,607300,Clutha,3320,5,0.3
14,Otago,501,Rural Centre,Rural,608303,Clyde,1090,3,0.5
12,WestCoast,502,Rural (Incl.some Off Shore Islands),Rural,584932,Coal Creek,60,0,
4,BayofPlenty,104,Whakatane,Secondary,542421,Coastlands,1030,3,0.6
12,WestCoast,111,Greymouth,Secondary,585110,Cobden,1670,13,1.5
2,Auckland,5,Southern Auckland Zone,Main,521502,Cockle Bay,5190,2,0.1
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,586127,Coldstream,620,1,0.3
14,Otago,23,Dunedin,Main,604821,Company Bay,370,0,
14,Otago,23,Dunedin,Main,605920,Concord,2060,9,0.8
8,Manawatu-Wanganui,15,Wanganui,Main,557100,Cooks Gardens,300,66,42.1
3,Waikato,222,Coromandel,Minor,533100,Coromandel,1610,15,1.8
14,Otago,23,Dunedin,Main,604222,Corstorphine East,870,1,0.2
14,Otago,23,Dunedin,Main,604221,Corstorphine West,570,2,0.7
13,Canterbury,22,Christchurch,Main,586405,Courtenay,470,0,
3,Waikato,6,Hamilton Zone,Main,528503,Crawshaw,3150,21,1.3
15,Southland,24,Invercargill,Main,611220,Crinan,1860,21,2.2
9,Wellington,20,Wellington Zone,Main,574701,Crofton Downs,1610,1,0.1
14,Otago,292,Cromwell,Minor,608600,Cromwell,4510,25,1.1
2,Auckland,2,Northern Auckland Zone,Main,507720,Crown Hill,3830,3,0.1
2,Auckland,3,Western Auckland Zone,Main,511902,Crum Park,4300,6,0.3
13,Canterbury,501,Rural Centre,Rural,585504,Culverden,440,2,0.9
13,Canterbury,501,Rural Centre,Rural,586114,Cust,470,0,
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,610061,Dacre,1650,0,
2,Auckland,2,Northern Auckland Zone,Main,506300,Dairy Flat-Redvale,2900,5,0.3
13,Canterbury,22,Christchurch,Main,592812,Dallington,1930,5,0.5
2,Auckland,5,Southern Auckland Zone,Main,523109,Dannemora,4240,25,1.1
8,Manawatu-Wanganui,245,Dannevirke,Minor,550102,Dannevirke East,3050,21,1.3
8,Manawatu-Wanganui,245,Dannevirke,Minor,550101,Dannevirke West,2190,9,0.8
13,Canterbury,281,Darfield,Minor,586900,Darfield,2070,3,0.3
1,Northland,209,Dargaville,Minor,504600,Dargaville,4830,35,1.4
13,Canterbury,22,Christchurch,Main,589500,Deans Bush,1750,8,0.9
9,Wellington,18,Lower Hutt Zone,Main,568103,Delaney,2540,21,1.6
13,Canterbury,22,Christchurch,Main,596502,Diamond Harbour,1570,2,0.2
2,Auckland,5,Southern Auckland Zone,Main,522301,Dingwall,3980,42,2
3,Waikato,6,Hamilton Zone,Main,528601,Dinsdale North,4420,16,0.7
3,Waikato,6,Hamilton Zone,Main,528602,Dinsdale South,4360,17,0.7
9,Wellington,19,Porirua Zone,Main,572200,Discovery,2830,3,0.2
12,WestCoast,501,Rural Centre,Rural,584930,Dobson,690,0,
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,626500,Dog Island,0,0,
4,BayofPlenty,9,Tauranga,Main,536203,Doncaster,2880,4,0.3
2,Auckland,5,Southern Auckland Zone,Main,523712,Donegal Park,8240,27,0.6
7,Taranaki,502,Rural (Incl.some Off Shore Islands),Rural,553002,Douglas,740,1,0.3
2,Auckland,5,Southern Auckland Zone,Main,521301,Drury,3870,8,0.4
13,Canterbury,501,Rural Centre,Rural,597503,Dunsandel,530,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,608302,Dunstan,4830,6,0.2
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,600822,Duntroon,90,0,
2,Auckland,3,Western Auckland Zone,Main,512202,Durham Green,4940,12,0.5
8,Manawatu-Wanganui,15,Wanganui,Main,557900,Durie Hill,1500,2,0.3
5,Gisborne,502,Rural (Incl.some Off Shore Islands),Rural,543301,East Cape,2630,10,0.7
15,Southland,301,Gore,Minor,610220,East Gore,1500,7,0.9
14,Otago,23,Dunedin,Main,606220,East Taieri,1630,2,0.2
9,Wellington,18,Lower Hutt Zone,Main,570300,Eastbourne,4950,1,0
9,Wellington,17,Upper Hutt Zone,Main,567000,Ebdentown,2250,9,0.8
2,Auckland,101,Pukekohe,Secondary,521112,Eden Road-Hill Top,630,1,0.3
2,Auckland,4,Central Auckland Zone,Main,515600,Eden Terrace,3260,17,1
15,Southland,501,Rural Centre,Rural,609700,Edendale Community,570,1,0.3
4,BayofPlenty,238,Edgecumbe,Minor,542200,Edgecumbe,1750,8,0.9
13,Canterbury,22,Christchurch,Main,592600,Edgeware,4300,24,1.1
2,Auckland,5,Southern Auckland Zone,Main,522920,Edgewater,4700,15,0.6
2,Auckland,3,Western Auckland Zone,Main,512401,Edmonton,3720,9,0.5
7,Taranaki,501,Rural Centre,Rural,552701,Egmont Village,630,0,
8,Manawatu-Wanganui,501,Rural Centre,Rural,578100,Eketahuna,440,4,1.7
9,Wellington,17,Upper Hutt Zone,Main,567400,Elderslea,3360,23,1.3
2,Auckland,4,Central Auckland Zone,Main,520201,Ellerslie North,6870,18,0.5
2,Auckland,4,Central Auckland Zone,Main,520202,Ellerslie South,2280,9,0.8
9,Wellington,19,Porirua Zone,Main,570700,Elsdon-Takapuwahia,2370,21,1.7
2,Auckland,5,Southern Auckland Zone,Main,522723,Elsmore Park,3210,19,1.1
6,Hawke'sBay,502,Rural (Incl.some Off Shore Islands),Rural,549602,Elsthorpe-Flemington,3180,3,0.2
7,Taranaki,251,Eltham,Minor,553601,Eltham,2010,11,1
9,Wellington,17,Upper Hutt Zone,Main,566620,Emerald Hill,2890,7,0.5
9,Wellington,19,Porirua Zone,Main,565602,Endeavour,4000,1,0
3,Waikato,6,Hamilton Zone,Main,530000,Enderley,4660,45,1.8
17,Nelson,21,Nelson,Main,583700,Enner Glynn,3380,2,0.1
13,Canterbury,22,Christchurch,Main,594200,Ensors,3850,29,1.4
2,Auckland,4,Central Auckland Zone,Main,515801,Epsom Central,4190,3,0.1
2,Auckland,4,Central Auckland Zone,Main,515700,Epsom North,4030,16,0.8
2,Auckland,4,Central Auckland Zone,Main,515802,Epsom South,4030,6,0.3
9,Wellington,18,Lower Hutt Zone,Main,568502,Epuni East,2990,8,0.5
9,Wellington,18,Lower Hutt Zone,Main,568501,Epuni West,3080,23,1.4
6,Hawke'sBay,12,Napier Zone,Main,545812,Eskdale,690,1,0.3
9,Wellington,18,Lower Hutt Zone,Main,570000,Esplanade,2510,18,1.4
3,Waikato,6,Hamilton Zone,Main,527125,Eureka,2370,3,0.2
9,Wellington,507,Inlet-in TA but not in Urban Area,Rural,576904,Evans Bay Marina,20,0,
14,Otago,502,Rural (Incl.some Off Shore Islands),Rural,601603,Evansdale,1520,4,0.5
13,Canterbury,502,Rural (Incl.some Off Shore Islands),Rural,586606,Eyrewell,1420,1,0.1
2,Auckland,4,Central Auckland Zone,Main,521802,Fairburn,3810,33,1.7
2,Auckland,3,Western Auckland Zone,Main,513302,Fairdene,5060,37,1.4
15,Southland,502,Rural (Incl.some Off Shore Islands),Rural,612740,Fairfax,1970,7,0.7
14,Otago,23,Dunedin,Main,601900,Fairfield,2530,3,0.2
18,Marlborough,502,Rural (Incl.some Off Shore Islands),Rural,580452,Fairhall,410,0,
13,Canterbury,501,Rural Centre,Rural,600200,Fairlie,730,8,2.1
13,Canterbury,112,Ashburton,Secondary,597714,Fairton,730,0,
2,Auckland,2,Northern Auckland Zone,Main,508703,Fairview,3460,6,0.3
3,Waikato,6,Hamilton Zone,Main,529503,Fairview Downs,3640,7,0.4
13,Canterbury,113,Timaru,Secondary,598201,Fairview-Scarborough,570,0,
4,BayofPlenty,10,Rotorua,Main,539200,Fairy Springs,2130,20,1.8
2,Auckland,5,Southern Auckland Zone,Main,524404,Favona North,2820,10,0.7
2,Auckland,5,Southern Auckland Zone,Main,524405,Favona South,3730,19,1
2,Auckland,5,Southern Auckland Zone,Main,524403,Favona West,3010,22,1.4
9,Wellington,266,Featherston,Minor,580000,Featherston,2360,13,1.1
